;base_text;output
11;black: ['fall', 'switch', 'roulette'], tan: ['march', 'link', 'sub', 'drop', 'disease', 'check', 'spot', 'part', 'novel', 'beat', 'strike', 'field', 'sound'], targets: ['soul'];human
12;black: ['fall', 'switch', 'roulette'], tan: ['march', 'link', 'sub', 'drop', 'disease', 'check', 'spot', 'part', 'novel', 'beat', 'strike', 'field', 'sound'], targets: ['row'];arrange
13;black: ['fall', 'switch', 'roulette'], tan: ['march', 'link', 'sub', 'drop', 'disease', 'check', 'spot', 'part', 'novel', 'beat', 'strike', 'field', 'sound'], targets: ['scientist'];invention
14;black: ['roulette', 'match', 'day'], tan: ['opera', 'code', 'death', 'scientist', 'lap', 'agent', 'tag', 'cover', 'row', 'luck', 'mine', 'disease', 'well'], targets: ['king', 'unicorn'];fairytale
15;black: ['roulette', 'match', 'day'], tan: ['opera', 'code', 'death', 'scientist', 'lap', 'agent', 'tag', 'cover', 'row', 'luck', 'mine', 'disease', 'well'], targets: ['pitch', 'field'];baseball
16;black: ['roulette', 'match', 'day'], tan: ['opera', 'code', 'death', 'scientist', 'agent', 'tag', 'cover', 'row', 'luck', 'mine', 'disease', 'well'], targets: ['stock'];investment
17;black: ['roulette', 'match', 'day'], tan: ['opera', 'code', 'death', 'scientist', 'agent', 'tag', 'cover', 'row', 'luck', 'mine', 'disease', 'well'], targets: ['cast', 'poison'];hospital
18;black: ['roulette', 'match', 'day'], tan: ['opera', 'code', 'death', 'scientist', 'agent', 'tag', 'cover', 'row', 'luck', 'mine', 'disease', 'well'], targets: ['field'];crops
19;black: ['roulette', 'match', 'day'], tan: ['opera', 'code', 'death', 'scientist', 'agent', 'tag', 'cover', 'luck', 'mine', 'disease', 'well'], targets: ['fighter', 'poison'];pain
20;black: ['roulette', 'match', 'day'], tan: ['opera', 'code', 'death', 'scientist', 'agent', 'tag', 'cover', 'luck', 'mine', 'disease', 'well'], targets: ['field'];grass
21;black: ['roulette', 'match', 'day'], tan: ['opera', 'code', 'death', 'scientist', 'agent', 'tag', 'luck', 'mine', 'disease', 'well'], targets: ['field'];corn
22;black: ['match', 'death', 'field'], tan: ['opera', 'roulette', 'fighter', 'cast', 'scientist', 'poison', 'lap', 'agent', 'pitch', 'tag', 'row', 'stock', 'well'], targets: ['disease'];sickness
23;black: ['match', 'death', 'field'], tan: ['opera', 'roulette', 'fighter', 'cast', 'scientist', 'poison', 'lap', 'agent', 'pitch', 'tag', 'row', 'stock', 'well'], targets: ['code'];digits
24;black: ['match', 'death', 'field'], tan: ['opera', 'fighter', 'cast', 'scientist', 'poison', 'lap', 'agent', 'pitch', 'tag', 'row', 'stock', 'well'], targets: ['code'];password
25;black: ['match', 'death', 'field'], tan: ['opera', 'fighter', 'cast', 'scientist', 'poison', 'lap', 'agent', 'pitch', 'tag', 'row', 'stock', 'well'], targets: ['day'];sunny
26;black: ['match', 'death', 'field'], tan: ['opera', 'fighter', 'cast', 'scientist', 'poison', 'lap', 'agent', 'pitch', 'tag', 'row', 'stock', 'well'], targets: ['luck'];winning
27;black: ['match', 'death', 'field'], tan: ['opera', 'fighter', 'cast', 'scientist', 'poison', 'lap', 'agent', 'pitch', 'tag', 'row', 'stock', 'well'], targets: ['soul'];spirit
28;black: ['match', 'death', 'field'], tan: ['opera', 'fighter', 'cast', 'scientist', 'poison', 'lap', 'agent', 'pitch', 'tag', 'row', 'stock', 'well'], targets: ['mine'];copper
29;black: ['match', 'death', 'field'], tan: ['opera', 'fighter', 'cast', 'scientist', 'poison', 'lap', 'agent', 'pitch', 'tag', 'row', 'stock', 'well'], targets: ['cover'];shading
30;black: ['spy', 'pass', 'strike'], tan: ['row', 'club', 'centaur', 'undertaker', 'war', 'play', 'ray', 'leprechaun', 'vacuum', 'spell', 'date', 'time', 'round'], targets: ['green'];color
31;black: ['spy', 'pass', 'strike'], tan: ['row', 'club', 'centaur', 'undertaker', 'war', 'play', 'ray', 'leprechaun', 'vacuum', 'spell', 'date', 'time', 'round'], targets: ['point'];spot
32;black: ['spy', 'pass', 'strike'], tan: ['row', 'club', 'centaur', 'undertaker', 'war', 'play', 'ray', 'leprechaun', 'vacuum', 'spell', 'date', 'time', 'round'], targets: ['degree'];bachelor's
33;black: ['spy', 'pass', 'strike'], tan: ['row', 'club', 'centaur', 'undertaker', 'war', 'play', 'ray', 'leprechaun', 'vacuum', 'spell', 'date', 'time', 'round'], targets: ['boom'];explosion
34;black: ['spy', 'pass', 'strike'], tan: ['row', 'club', 'centaur', 'undertaker', 'war', 'play', 'ray', 'leprechaun', 'vacuum', 'spell', 'date', 'time', 'round'], targets: ['well'];water
35;black: ['spy', 'pass', 'strike'], tan: ['row', 'club', 'centaur', 'undertaker', 'war', 'play', 'ray', 'leprechaun', 'vacuum', 'spell', 'date', 'time', 'round'], targets: ['trip'];stumble
36;black: ['spy', 'pass', 'strike'], tan: ['row', 'club', 'centaur', 'undertaker', 'war', 'play', 'ray', 'leprechaun', 'vacuum', 'spell', 'date', 'time', 'round'], targets: ['capital'];state
37;black: ['spy', 'pass', 'strike'], tan: ['row', 'club', 'centaur', 'undertaker', 'war', 'play', 'ray', 'leprechaun', 'vacuum', 'spell', 'date', 'time', 'round'], targets: ['press'];squeeze
38;black: ['undertaker', 'strike', 'capital'], tan: ['spy', 'trip', 'row', 'club', 'centaur', 'war', 'play', 'degree', 'press', 'well', 'boom', 'date', 'time'], targets: ['mine'];yours
39;black: ['undertaker', 'strike', 'capital'], tan: ['spy', 'trip', 'row', 'club', 'centaur', 'war', 'play', 'degree', 'press', 'well', 'boom', 'date', 'time'], targets: ['pass'];ticket
40;black: ['undertaker', 'strike', 'capital'], tan: ['spy', 'trip', 'row', 'club', 'centaur', 'war', 'play', 'degree', 'press', 'well', 'boom', 'date', 'time'], targets: ['leprechaun'];rainbow
41;black: ['undertaker', 'strike', 'capital'], tan: ['spy', 'trip', 'row', 'club', 'centaur', 'war', 'play', 'degree', 'press', 'well', 'boom', 'date', 'time'], targets: ['ray'];sun
42;black: ['undertaker', 'strike', 'capital'], tan: ['spy', 'trip', 'row', 'club', 'centaur', 'war', 'play', 'degree', 'press', 'well', 'boom', 'date', 'time'], targets: ['vacuum'];empty
43;black: ['undertaker', 'strike', 'capital'], tan: ['spy', 'trip', 'row', 'club', 'centaur', 'war', 'play', 'degree', 'press', 'well', 'boom', 'date', 'time'], targets: ['spell'];word
44;black: ['undertaker', 'strike', 'capital'], tan: ['spy', 'trip', 'row', 'club', 'centaur', 'war', 'play', 'degree', 'press', 'well', 'boom', 'date', 'time'], targets: ['round'];circle
45;black: ['luck', 'soul', 'spy'], tan: ['day', 'mass', 'comic', 'compound', 'change', 'drop', 'slip', 'conductor', 'life', 'plot', 'march', 'light', 'air'], targets: ['round'];circle
46;black: ['luck', 'soul', 'spy'], tan: ['day', 'mass', 'comic', 'compound', 'change', 'drop', 'slip', 'conductor', 'life', 'plot', 'march', 'light', 'air'], targets: ['scientist'];doctor
47;black: ['luck', 'soul', 'spy'], tan: ['day', 'mass', 'comic', 'compound', 'change', 'drop', 'slip', 'conductor', 'life', 'plot', 'march', 'light', 'air'], targets: ['cold'];fever
48;black: ['luck', 'soul', 'spy'], tan: ['day', 'mass', 'comic', 'compound', 'change', 'drop', 'slip', 'conductor', 'life', 'plot', 'march', 'light', 'air'], targets: ['match'];cricket
49;black: ['luck', 'soul', 'spy'], tan: ['day', 'mass', 'comic', 'compound', 'change', 'drop', 'slip', 'conductor', 'life', 'plot', 'march', 'light', 'air'], targets: ['field'];grass
50;black: ['luck', 'soul', 'spy'], tan: ['day', 'mass', 'comic', 'compound', 'change', 'drop', 'slip', 'conductor', 'life', 'plot', 'march', 'light', 'air'], targets: ['club'];party
51;black: ['luck', 'soul', 'spy'], tan: ['day', 'mass', 'comic', 'compound', 'change', 'drop', 'slip', 'conductor', 'life', 'plot', 'march', 'light', 'air'], targets: ['agent'];secret
52;black: ['luck', 'soul', 'spy'], tan: ['day', 'mass', 'comic', 'compound', 'change', 'drop', 'slip', 'conductor', 'life', 'plot', 'march', 'light', 'air'], targets: ['leprechaun'];disease
53;black: ['luck', 'life', 'field'], tan: ['agent', 'day', 'comic', 'compound', 'round', 'club', 'change', 'slip', 'conductor', 'leprechaun', 'plot', 'spy', 'scientist'], targets: ['mass'];super
54;black: ['luck', 'life', 'field'], tan: ['agent', 'day', 'comic', 'compound', 'round', 'club', 'change', 'slip', 'conductor', 'leprechaun', 'plot', 'spy', 'scientist'], targets: ['soul'];relationship
55;black: ['luck', 'life', 'field'], tan: ['agent', 'day', 'comic', 'compound', 'round', 'club', 'change', 'slip', 'conductor', 'leprechaun', 'plot', 'spy', 'scientist'], targets: ['drop'];pickup
56;black: ['luck', 'life', 'field'], tan: ['agent', 'day', 'comic', 'compound', 'round', 'club', 'change', 'slip', 'conductor', 'leprechaun', 'plot', 'spy', 'scientist'], targets: ['light'];bright
57;black: ['luck', 'life', 'field'], tan: ['agent', 'day', 'comic', 'compound', 'round', 'club', 'change', 'slip', 'conductor', 'leprechaun', 'plot', 'spy', 'scientist'], targets: ['air'];cooler
58;black: ['luck', 'life', 'field'], tan: ['agent', 'day', 'comic', 'compound', 'round', 'club', 'change', 'slip', 'conductor', 'leprechaun', 'plot', 'spy', 'scientist'], targets: ['march'];month
59;black: ['luck', 'life', 'field'], tan: ['agent', 'day', 'comic', 'compound', 'round', 'club', 'change', 'slip', 'conductor', 'leprechaun', 'plot', 'spy', 'scientist'], targets: ['revolution'];solution
60;black: ['luck', 'trip', 'cycle'], tan: ['cover', 'novel', 'mine', 'unicorn', 'fighter', 'war', 'alien', 'conductor', 'strike', 'tag', 'centaur', 'witch', 'millionaire'], targets: ['sub'];railway
61;black: ['luck', 'trip', 'cycle'], tan: ['cover', 'novel', 'mine', 'unicorn', 'fighter', 'war', 'alien', 'conductor', 'strike', 'tag', 'centaur', 'witch', 'millionaire'], targets: ['space'];universe
62;black: ['luck', 'trip', 'cycle'], tan: ['cover', 'novel', 'mine', 'unicorn', 'fighter', 'war', 'alien', 'conductor', 'strike', 'tag', 'centaur', 'witch', 'millionaire'], targets: ['poison'];danger
63;black: ['luck', 'trip', 'cycle'], tan: ['cover', 'novel', 'mine', 'unicorn', 'fighter', 'war', 'alien', 'conductor', 'strike', 'tag', 'centaur', 'witch', 'millionaire'], targets: ['superhero'];movies
64;black: ['luck', 'trip', 'cycle'], tan: ['cover', 'novel', 'mine', 'unicorn', 'fighter', 'war', 'alien', 'conductor', 'strike', 'tag', 'centaur', 'witch', 'millionaire'], targets: ['pass'];school
65;black: ['luck', 'trip', 'cycle'], tan: ['cover', 'novel', 'mine', 'unicorn', 'fighter', 'war', 'alien', 'conductor', 'strike', 'tag', 'centaur', 'witch', 'millionaire'], targets: ['force'];physics
66;black: ['luck', 'trip', 'cycle'], tan: ['cover', 'novel', 'mine', 'unicorn', 'fighter', 'war', 'alien', 'conductor', 'strike', 'tag', 'centaur', 'witch', 'millionaire'], targets: ['spell'];spelling
67;black: ['luck', 'trip', 'cycle'], tan: ['cover', 'novel', 'mine', 'unicorn', 'fighter', 'war', 'alien', 'conductor', 'strike', 'tag', 'centaur', 'witch', 'millionaire'], targets: ['ray'];drama
68;black: ['novel', 'superhero', 'trip'], tan: ['luck', 'force', 'cover', 'mine', 'unicorn', 'fighter', 'poison', 'alien', 'spell', 'centaur', 'millionaire', 'space', 'ray'], targets: ['charge'];mobile
69;black: ['novel', 'superhero', 'trip'], tan: ['luck', 'force', 'cover', 'mine', 'unicorn', 'fighter', 'poison', 'alien', 'spell', 'centaur', 'millionaire', 'space', 'ray'], targets: ['war'];movie
70;black: ['novel', 'superhero', 'trip'], tan: ['luck', 'force', 'cover', 'mine', 'unicorn', 'fighter', 'poison', 'alien', 'spell', 'centaur', 'millionaire', 'space', 'ray'], targets: ['conductor'];bus
71;black: ['novel', 'superhero', 'trip'], tan: ['luck', 'force', 'cover', 'mine', 'unicorn', 'fighter', 'poison', 'alien', 'spell', 'centaur', 'millionaire', 'space', 'ray'], targets: ['strike'];action
72;black: ['novel', 'superhero', 'trip'], tan: ['luck', 'force', 'cover', 'mine', 'unicorn', 'fighter', 'poison', 'alien', 'spell', 'centaur', 'millionaire', 'space', 'ray'], targets: ['tag'];instagram
73;black: ['novel', 'superhero', 'trip'], tan: ['luck', 'force', 'cover', 'mine', 'unicorn', 'fighter', 'poison', 'alien', 'spell', 'centaur', 'millionaire', 'space', 'ray'], targets: ['cycle'];wheel
74;black: ['novel', 'superhero', 'trip'], tan: ['luck', 'force', 'cover', 'mine', 'unicorn', 'fighter', 'poison', 'alien', 'spell', 'centaur', 'millionaire', 'space', 'ray'], targets: ['witch'];panic
75;black: ['life', 'lap', 'match'], tan: ['embassy', 'green', 'poison', 'link', 'cold', 'state', 'slip', 'space', 'vacuum', 'contract', 'king', 'compound', 'fair'], targets: ['bond'];james
76;black: ['life', 'lap', 'match'], tan: ['embassy', 'green', 'poison', 'link', 'cold', 'state', 'slip', 'space', 'vacuum', 'contract', 'king', 'compound', 'fair'], targets: ['sub'];book
77;black: ['life', 'lap', 'match'], tan: ['embassy', 'green', 'poison', 'link', 'cold', 'state', 'slip', 'space', 'vacuum', 'contract', 'king', 'compound', 'fair'], targets: ['superhero'];marvel
78;black: ['life', 'lap', 'match'], tan: ['embassy', 'green', 'poison', 'link', 'cold', 'state', 'slip', 'space', 'vacuum', 'contract', 'king', 'compound', 'fair'], targets: ['crash'];mixer
79;black: ['life', 'lap', 'match'], tan: ['embassy', 'green', 'poison', 'link', 'cold', 'state', 'slip', 'space', 'vacuum', 'contract', 'king', 'compound', 'fair'], targets: ['play'];song
80;black: ['life', 'lap', 'match'], tan: ['embassy', 'green', 'poison', 'link', 'cold', 'state', 'slip', 'space', 'vacuum', 'contract', 'king', 'compound', 'fair'], targets: ['revolution'];change
81;black: ['life', 'lap', 'match'], tan: ['embassy', 'green', 'poison', 'link', 'cold', 'state', 'slip', 'space', 'vacuum', 'contract', 'king', 'compound', 'fair'], targets: ['point'];valuable
82;black: ['bond', 'king', 'match'], tan: ['revolution', 'embassy', 'life', 'poison', 'sub', 'link', 'crash', 'cold', 'state', 'play', 'space', 'superhero', 'vacuum'], targets: ['switch'];off
83;black: ['bond', 'king', 'match'], tan: ['revolution', 'embassy', 'life', 'poison', 'sub', 'link', 'crash', 'cold', 'state', 'play', 'space', 'superhero', 'vacuum'], targets: ['green'];tree
84;black: ['bond', 'king', 'match'], tan: ['revolution', 'embassy', 'life', 'poison', 'sub', 'link', 'crash', 'cold', 'state', 'play', 'space', 'superhero', 'vacuum'], targets: ['lap'];motogp
85;black: ['bond', 'king', 'match'], tan: ['revolution', 'embassy', 'life', 'poison', 'sub', 'link', 'crash', 'cold', 'state', 'play', 'space', 'superhero', 'vacuum'], targets: ['beat'];fight
86;black: ['bond', 'king', 'match'], tan: ['revolution', 'embassy', 'life', 'poison', 'sub', 'link', 'crash', 'cold', 'state', 'play', 'space', 'superhero', 'vacuum'], targets: ['slip'];ooty
87;black: ['bond', 'king', 'match'], tan: ['revolution', 'embassy', 'life', 'poison', 'sub', 'link', 'crash', 'cold', 'state', 'play', 'space', 'superhero', 'vacuum'], targets: ['contract'];building
88;black: ['bond', 'king', 'match'], tan: ['revolution', 'embassy', 'life', 'poison', 'sub', 'link', 'crash', 'cold', 'state', 'play', 'space', 'superhero', 'vacuum'], targets: ['compound'];chemical
89;black: ['bond', 'king', 'match'], tan: ['revolution', 'embassy', 'life', 'poison', 'sub', 'link', 'crash', 'cold', 'state', 'play', 'space', 'superhero', 'vacuum'], targets: ['fair'];lovely
90;black: ['centaur', 'scientist', 'link'], tan: ['spring', 'fair', 'poison', 'round', 'center', 'embassy', 'pass', 'figure', 'stock', 'switch', 'fall', 'roulette', 'fighter'], targets: ['lead', 'charge'];manager
91;black: ['centaur', 'scientist', 'link'], tan: ['spring', 'fair', 'poison', 'round', 'center', 'embassy', 'pass', 'figure', 'switch', 'fall', 'roulette', 'fighter'], targets: ['angel', 'life'];immortality
92;black: ['centaur', 'scientist', 'link'], tan: ['spring', 'fair', 'poison', 'round', 'center', 'embassy', 'pass', 'figure', 'switch', 'fall', 'roulette', 'fighter'], targets: ['air', 'charge'];macbook
93;black: ['centaur', 'scientist', 'link'], tan: ['spring', 'fair', 'poison', 'round', 'center', 'embassy', 'pass', 'figure', 'switch', 'fall', 'roulette', 'fighter'], targets: ['mammoth'];elephant
94;black: ['poison', 'scientist', 'mammoth'], tan: ['centaur', 'fair', 'life', 'round', 'degree', 'pass', 'figure', 'air', 'switch', 'roulette', 'lead', 'angel', 'fighter'], targets: ['fall', 'death'];cliff
95;black: ['poison', 'scientist', 'mammoth'], tan: ['centaur', 'fair', 'life', 'round', 'degree', 'pass', 'figure', 'air', 'switch', 'roulette', 'lead', 'angel', 'fighter'], targets: ['embassy', 'center'];building
96;black: ['poison', 'scientist', 'mammoth'], tan: ['centaur', 'fair', 'life', 'round', 'degree', 'pass', 'figure', 'air', 'switch', 'roulette', 'lead', 'angel', 'fighter'], targets: ['link'];connect
97;black: ['poison', 'scientist', 'mammoth'], tan: ['centaur', 'fair', 'life', 'round', 'degree', 'pass', 'figure', 'air', 'switch', 'roulette', 'lead', 'angel', 'fighter'], targets: ['spring'];season
98;black: ['poison', 'scientist', 'mammoth'], tan: ['centaur', 'fair', 'life', 'round', 'degree', 'pass', 'figure', 'air', 'switch', 'roulette', 'lead', 'angel', 'fighter'], targets: ['center'];middle
99;black: ['poison', 'scientist', 'mammoth'], tan: ['centaur', 'fair', 'life', 'round', 'degree', 'pass', 'figure', 'air', 'switch', 'roulette', 'lead', 'angel', 'fighter'], targets: ['stock'];exchange
100;black: ['poison', 'scientist', 'mammoth'], tan: ['centaur', 'fair', 'life', 'round', 'degree', 'pass', 'figure', 'air', 'roulette', 'lead', 'angel', 'fighter'], targets: ['stock'];bonds
101;black: ['wind', 'boom', 'space'], tan: ['field', 'comic', 'spot', 'king', 'novel', 'pitch', 'plot', 'sound', 'grace', 'beat', 'mine', 'alien', 'figure'], targets: ['roulette', 'revolution'];russian
102;black: ['wind', 'boom', 'space'], tan: ['field', 'comic', 'spot', 'king', 'novel', 'pitch', 'plot', 'sound', 'grace', 'beat', 'mine', 'alien', 'figure'], targets: ['row', 'life'];boat
103;black: ['center', 'wind', 'field'], tan: ['charge', 'march', 'comic', 'row', 'king', 'novel', 'life', 'pitch', 'plot', 'space', 'press', 'grace', 'alien'], targets: ['boom', 'mine'];explosive
104;black: ['center', 'wind', 'field'], tan: ['march', 'comic', 'row', 'king', 'novel', 'life', 'pitch', 'plot', 'space', 'press', 'grace', 'alien'], targets: ['figure'];quantity
105;black: ['ray', 'pitch', 'code'], tan: ['mammoth', 'spell', 'war', 'strike', 'crash', 'life', 'march', 'fair', 'beat', 'sound', 'pass', 'air', 'capital'], targets: ['bond', 'spy'];james
106;black: ['ray', 'pitch', 'code'], tan: ['mammoth', 'spell', 'war', 'strike', 'crash', 'life', 'march', 'fair', 'beat', 'sound', 'pass', 'air', 'capital'], targets: ['cycle', 'revolution'];lap
107;black: ['ray', 'pitch', 'code'], tan: ['mammoth', 'spell', 'war', 'strike', 'crash', 'life', 'march', 'fair', 'beat', 'sound', 'air', 'capital'], targets: ['cast', 'slip'];broken
108;black: ['pitch', 'cycle', 'beat'], tan: ['spell', 'strike', 'revolution', 'life', 'fair', 'pass', 'cast', 'air', 'spy', 'capital', 'code', 'bond', 'millionaire'], targets: ['mammoth', 'unicorn'];animal
109;black: ['pitch', 'cycle', 'beat'], tan: ['spell', 'strike', 'revolution', 'life', 'fair', 'pass', 'cast', 'air', 'spy', 'capital', 'code', 'bond', 'millionaire'], targets: ['march', 'luck'];stpatrick
110;black: ['pitch', 'cycle', 'beat'], tan: ['spell', 'strike', 'revolution', 'life', 'fair', 'pass', 'cast', 'air', 'spy', 'capital', 'code', 'bond', 'millionaire'], targets: ['ray', 'war'];gun
111;black: ['trip', 'angel', 'racket'], tan: ['press', 'date', 'soul', 'disease', 'center', 'field', 'match', 'ray', 'cast', 'round', 'ghost', 'embassy', 'space'], targets: ['agent'];secret
112;black: ['trip', 'angel', 'racket'], tan: ['press', 'date', 'soul', 'disease', 'center', 'field', 'match', 'ray', 'cast', 'round', 'ghost', 'embassy', 'space'], targets: ['opera'];actor
113;black: ['trip', 'angel', 'racket'], tan: ['press', 'date', 'soul', 'disease', 'center', 'field', 'match', 'ray', 'round', 'ghost', 'embassy', 'space'], targets: ['fair'];equal
114;black: ['trip', 'angel', 'racket'], tan: ['press', 'date', 'soul', 'disease', 'center', 'field', 'match', 'ray', 'round', 'ghost', 'embassy', 'space'], targets: ['leprechaun'];folklore
115;black: ['trip', 'angel', 'racket'], tan: ['press', 'date', 'soul', 'disease', 'center', 'field', 'match', 'ray', 'round', 'ghost', 'embassy', 'space'], targets: ['charge'];battery
116;black: ['trip', 'angel', 'racket'], tan: ['press', 'date', 'soul', 'disease', 'center', 'field', 'match', 'ray', 'round', 'ghost', 'embassy', 'space'], targets: ['conductor', 'opera'];music
117;black: ['trip', 'angel', 'racket'], tan: ['press', 'date', 'disease', 'center', 'field', 'match', 'ray', 'round', 'ghost', 'embassy', 'space'], targets: ['conductor'];orchestra
118;black: ['trip', 'angel', 'racket'], tan: ['press', 'date', 'disease', 'center', 'field', 'match', 'ray', 'round', 'ghost', 'embassy', 'space'], targets: ['tag'];price
119;black: ['field', 'trip', 'conductor'], tan: ['figure', 'date', 'tag', 'soul', 'disease', 'charge', 'cast', 'ghost', 'fair', 'embassy', 'space', 'racket', 'opera'], targets: ['center'];middle
120;black: ['field', 'trip', 'conductor'], tan: ['figure', 'date', 'tag', 'soul', 'disease', 'charge', 'cast', 'ghost', 'fair', 'embassy', 'space', 'racket', 'opera'], targets: ['match', 'ray'];light
121;black: ['field', 'trip', 'conductor'], tan: ['figure', 'date', 'tag', 'soul', 'disease', 'cast', 'ghost', 'fair', 'embassy', 'space', 'racket', 'opera'], targets: ['round'];circular
122;black: ['field', 'trip', 'conductor'], tan: ['figure', 'date', 'tag', 'soul', 'disease', 'cast', 'ghost', 'fair', 'embassy', 'space', 'racket', 'opera'], targets: ['press', 'vacuum'];push
123;black: ['field', 'trip', 'conductor'], tan: ['figure', 'date', 'tag', 'soul', 'disease', 'cast', 'ghost', 'fair', 'embassy', 'space', 'racket', 'opera'], targets: ['angel'];guardian
124;black: ['field', 'trip', 'conductor'], tan: ['date', 'tag', 'soul', 'disease', 'cast', 'ghost', 'fair', 'embassy', 'space', 'racket', 'opera'], targets: ['ray'];gamma
125;black: ['field', 'trip', 'conductor'], tan: ['date', 'tag', 'soul', 'disease', 'cast', 'ghost', 'fair', 'embassy', 'space', 'racket', 'opera'], targets: ['vacuum'];cleaner
126;black: ['field', 'trip', 'conductor'], tan: ['date', 'tag', 'soul', 'disease', 'cast', 'ghost', 'fair', 'embassy', 'space', 'racket', 'opera'], targets: ['match'];stick
127;black: ['light', 'vacuum', 'force'], tan: ['draft', 'center', 'slip', 'spring', 'ninja', 'fighter', 'bond', 'wake', 'trip', 'stock', 'scientist', 'death', 'figure'], targets: ['poison'];snake
128;black: ['light', 'vacuum', 'force'], tan: ['draft', 'center', 'slip', 'spring', 'ninja', 'fighter', 'bond', 'wake', 'trip', 'stock', 'scientist', 'death', 'figure'], targets: ['ghost'];scary
129;black: ['light', 'vacuum', 'force'], tan: ['draft', 'center', 'slip', 'spring', 'ninja', 'fighter', 'bond', 'wake', 'trip', 'stock', 'scientist', 'death', 'figure'], targets: ['mass'];group
130;black: ['light', 'vacuum', 'force'], tan: ['draft', 'center', 'slip', 'spring', 'ninja', 'fighter', 'bond', 'wake', 'trip', 'stock', 'scientist', 'death', 'figure'], targets: ['strike'];hit
131;black: ['light', 'vacuum', 'force'], tan: ['draft', 'center', 'slip', 'spring', 'ninja', 'fighter', 'bond', 'wake', 'trip', 'stock', 'scientist', 'death', 'figure'], targets: ['alien'];extraterrestrial
132;black: ['light', 'vacuum', 'force'], tan: ['draft', 'center', 'slip', 'spring', 'ninja', 'fighter', 'bond', 'wake', 'trip', 'stock', 'scientist', 'death', 'figure'], targets: ['revolution'];revolt
133;black: ['light', 'vacuum', 'force'], tan: ['draft', 'center', 'slip', 'spring', 'ninja', 'fighter', 'bond', 'wake', 'trip', 'stock', 'scientist', 'death', 'figure'], targets: ['life'];living
134;black: ['mass', 'vacuum', 'trip'], tan: ['poison', 'ghost', 'slip', 'spring', 'ninja', 'light', 'strike', 'alien', 'revolution', 'wake', 'stock', 'death', 'figure'], targets: ['draft'];letter
135;black: ['mass', 'vacuum', 'trip'], tan: ['poison', 'ghost', 'slip', 'spring', 'ninja', 'light', 'strike', 'alien', 'revolution', 'wake', 'stock', 'death', 'figure'], targets: ['center'];middle
136;black: ['mass', 'vacuum', 'trip'], tan: ['poison', 'ghost', 'slip', 'spring', 'ninja', 'light', 'strike', 'alien', 'revolution', 'wake', 'stock', 'death', 'figure'], targets: ['play'];game
137;black: ['mass', 'vacuum', 'trip'], tan: ['poison', 'ghost', 'slip', 'spring', 'ninja', 'light', 'strike', 'alien', 'revolution', 'wake', 'stock', 'death', 'figure'], targets: ['fighter'];warrior
138;black: ['mass', 'vacuum', 'trip'], tan: ['poison', 'ghost', 'slip', 'spring', 'light', 'strike', 'alien', 'revolution', 'wake', 'stock', 'death', 'figure'], targets: ['fighter'];warrior
139;black: ['mass', 'vacuum', 'trip'], tan: ['poison', 'ghost', 'slip', 'spring', 'light', 'strike', 'alien', 'revolution', 'wake', 'stock', 'death', 'figure'], targets: ['bond'];james
